Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_monthly_expense_on_pets_or_plants,Looking_at_poles_results,Avg_environmental_importance,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Yearly_IncomeK,Overall_happiness_score,Garden_sqr_meter_per_person_in_residancy_area,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Avg_government_satisfaction,Avg_Satisfaction_with_previous_vote,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Avg_education_importance,Num_of_kids_born_last_10_years,Financial_agenda_matters
Purples,4.0,138.512948843049,17177.533129215703,Education,46.170982947683,No,372.04174640769094,Yes,Male,After_16:00,0.292503542033955,0.19775373651646103,199.731938075274,8.46431990619749,4.86586357001215,4.521,5479.0,49.5720299659297,304.42248561166696,4329.26243530024,40145.5120955325,No,138415.061070084,17.4477071734846,249.873716377082,98.0210224166512,2187.9306493029103,100.0,45_and_up,2.0,516.9888368579731,12.0,Motorcycle_or_truck,Public_Sector,411.608850333406,0.0,No
Oranges,3.0,314.851619777116,24892.553531482597,Military,104.95053992570499,No,237.183663362801,Yes,Female,By_16:00,0.572639561025426,0.64733852352947,713.53359054774,8.59152352670208,55.4196014301851,2.859,9141.0,97.89604868274179,519.8709180788,3411.57846978561,58824.3361283809,,56256.0901661983,22.8006780179625,273.764055582283,69.8909755330533,11129.5663706227,30.0,Below_30,3.0,778.6139405400099,6.0,Foot_or_bicycle,Services_or_Retail,574.023495865619,2.0,No
Khakis,1.0,366.796778129489,106927.10667364599,Healthcare,122.26559270983,No,,No,Male,By_16:00,0.77775798807852,,482.56447189487506,6.9907667208463,99.6626328211278,12.357000000000001,3643.0,29.287931881845,805.4944120813161,10356.4669512277,98658.6820250192,Yes,764833.876709741,28.381233448906304,591.739357743265,53.3249996136874,15081.1407533958,80.0,Below_30,2.0,1233.09140958956,10.0,Motorcycle_or_truck,Industry_or_other,841.383314891447,0.0,Yes
Khakis,9.0,491.913229879972,74826.8080311366,Social,163.971076626657,Yes,456.34150589562995,Yes,Female,After_16:00,0.8697055217344309,0.594161929562688,361.961045302451,9.88630128791556,5.3915400756523,11.029000000000002,4971.0,38.8572329422459,465.534587041475,5494.48423303925,49575.8513221943,No,208247.570003091,21.576250532506197,306.169864649975,7.84019571729004,27060.485046731803,70.0,30-45,1.0,564.077860636685,12.0,Foot_or_bicycle,Hightech,198.925163419589,0.0,Yes
Purples,6.0,591.831996755107,82296.3226184338,Healthcare,197.277332251702,Yes,417.160561120289,Yes,Female,By_16:00,0.41712472192011796,0.0529282917268574,496.464777970687,7.0528814941644695,71.6350488131866,2.295,7705.0,86.9523965986446,441.333882737496,5054.273376677879,53653.5951474806,No,174022.933754194,21.0079480848915,102.065720200531,73.6282434081659,39125.623152600296,80.0,30-45,2.0,683.5938329548179,13.0,Public_or_other,Student_or_Unemployed,489.354564758085,,Yes
Turquoises,10.0,209.534933550251,33756.2286147889,Healthcare,69.8449778500836,Yes,483.302159351297,Yes,Female,By_16:00,0.646730518667027,0.34433886129409097,130.136762280017,6.24040166381747,26.364172808825998,7.235,8765.0,24.239670229144398,116.39508747816002,5065.81176846929,18918.0774758529,Yes,233580.977233626,10.788655499095302,583.640616891063,71.7684243572876,4958.165908728761,80.0,45_and_up,3.0,183.310441809562,14.0,Public_or_other,Services_or_Retail,60.4492942881769,0.0,Yes
Khakis,5.0,647.906260558627,211224.150202347,Financial,215.96875351954202,Yes,978.031065883956,No,Female,After_16:00,0.780419735470787,,163.85248815640801,7.87898604292423,30.4506869520992,12.642999999999999,3357.0,62.1822201414034,836.297746864147,11452.9061525679,105090.679961092,Maybe,956544.7658341071,28.918813026542896,730.023053483242,57.1144462795928,46868.4712503043,60.0,45_and_up,1.0,1319.17395032989,11.0,Car,Hightech,937.405743127526,0.0,No
Purples,2.0,437.46137873798995,64605.096813637196,Healthcare,145.82045957933,Yes,443.045488952738,Yes,Male,By_16:00,0.6423836993053559,0.877460616175085,472.36966527998396,1.22670247685164,24.0125150652602,1.4080000000000001,8592.0,45.6721365218982,495.751853301102,5421.95859612958,59735.0780619851,Yes,,22.2654856965013,72.9308269834342,2.90279884357005,21419.4268915064,80.0,45_and_up,1.0,763.158531772795,10.0,Foot_or_bicycle,Public_Sector,545.3546298130581,0.0,Yes
Violets,5.0,110.75527672049101,34630.2624180128,Social,36.9184255734969,No,938.021106806713,No,Male,By_16:00,0.968613238073885,0.33718362078070596,648.150037508458,5.93215268105268,82.97424484044309,8.727,7273.0,42.6220734138042,949.441810808342,11279.0946896838,108991.12461610301,No,879883.596814891,30.8130136599512,672.992069938873,39.66689996887,1409.88857239933,70.0,45_and_up,3.0,1319.80889118473,12.0,Car,Industry_or_other,743.018301553093,0.0,No
Purples,10.0,929.975117992484,131257.231328497,Environment,309.991705997495,Yes,423.421752224422,Yes,Female,After_16:00,0.5415886302944269,0.43123104074038593,153.479395667091,5.58551986701787,96.1192863993347,1.652,8348.0,97.9350326349959,472.21908644367994,5178.65569513158,55946.449504412194,No,179285.9802568,21.7306025329184,84.64928649262801,84.5389336580411,96414.84949323471,90.0,45_and_up,0.0,705.833979132681,15.0,Foot_or_bicycle,Industry_or_other,476.98925222185403,0.0,Yes
Violets,6.0,232.56775085134498,21478.2960522399,Financial,77.522583617115,No,277.058568614296,Yes,Male,By_16:00,0.20357917761430103,0.214956156909466,735.691588604823,8.84569982299581,77.114789141342,6.947,9053.0,25.354986987076696,233.43784031736197,3237.4613667776803,30689.8638197756,Yes,76761.4504426024,15.278672727608301,392.46321821716003,99.99249011743808,6097.2735542897,60.0,Below_30,1.0,396.60080288496005,10.0,Motorcycle_or_truck,Services_or_Retail,317.601779475808,0.0,Yes
Blues,2.0,1231.15753127549,868.8937745284591,Financial,410.38584375849604,No,2.1172605920583,Yes,Female,After_16:00,0.37324949353933295,0.535959967179224,642.653523478657,6.066447931807491,97.6366993505508,8.868,5132.0,38.539835833944394,132.309227017686,285.791059955955,31655.3090643138,No,4.48279241468307,11.5025747994823,744.938128169019,53.517384128645105,,60.0,45_and_up,2.0,576.563453697599,10.0,Motorcycle_or_truck,Public_Sector,914.546846644953,1.0,Yes
Oranges,5.0,416.59996098597605,41936.2383651379,Military,138.866653661992,No,301.989262787398,Yes,Female,After_16:00,0.41348441154696003,0.927882522810251,369.07078442163805,7.50465770019218,73.351071192883,6.6579999999999995,5342.0,82.98797353636469,319.523278375767,3658.93918462552,39802.1213104652,No,91197.5148388763,17.875214079159104,287.41989717371104,23.2142999535426,19432.8141529416,30.0,45_and_up,1.0,515.735997969497,,Motorcycle_or_truck,Industry_or_other,,0.0,No
Khakis,5.0,551.399973261387,125815.99809929,Social,183.79999108712897,Yes,684.526682265442,No,Male,After_16:00,0.632148377597332,0.05888465326279401,21.052171709015997,5.4711501626297805,12.714982731267801,7.372999999999999,8627.0,6.04700413532555,641.301732510328,8127.87028767507,81995.2664683592,Maybe,,25.323935960081897,402.356383827946,0.413219747133553,33976.2367147159,70.0,45_and_up,1.0,1059.84540724715,13.0,Foot_or_bicycle,Student_or_Unemployed,828.442359522625,0.0,No
Khakis,1.0,430.996029239842,9995.67027504237,Education,143.665343079947,Yes,69.5760721462235,Yes,Female,After_16:00,0.32440684014000004,0.676461421186104,213.33612804301103,5.249172768089919,3.1195918098092097,9.405,6595.0,11.746836663223801,133.415006916039,962.590735294312,12822.401722088602,Yes,4840.82981529649,11.5505414122473,727.5967759629871,74.34518265072259,20793.396145359,100.0,30-45,3.0,148.039981750354,16.0,Car,Hightech,42.01773662259411,4.0,Yes
Pinks,9.0,54.539745459614295,12950.815497718,Environment,18.1799151532048,Yes,712.36941364025,No,Male,By_16:00,0.801758405985311,0.840102072339505,138.004598906264,9.813840554561471,87.79470759909599,2.197,7803.0,36.8952598888427,660.335526886637,8444.36519017577,76129.1269005287,Maybe,507470.18149015296,25.6969945107718,266.434927459788,52.8889770852402,358.68923013092905,90.0,Below_30,1.0,908.8433659470751,8.0,Car,Public_Sector,486.60890077015296,1.0,Yes
Reds,10.0,628.810609859461,81000.3172083675,Other,209.60353661981998,No,386.44537451334196,Yes,,After_16:00,0.6338636118453,0.30903753382153804,739.7646659519521,9.47845457820222,20.5833881860599,2.323,9677.0,6.10772084910423,475.567123812435,4815.58799275829,58259.6696520379,Yes,149340.027482757,21.807501549064103,148.953031528936,28.8564964663237,44153.2461001561,50.0,Below_30,1.0,763.279478889402,8.0,Car,Industry_or_other,593.249060013752,0.0,No
Khakis,4.0,267.189916978526,58933.513600799,Financial,89.0633056595085,Yes,661.703640622811,No,Male,After_16:00,0.756956512574106,0.16369552514515803,737.0085369329901,2.3709094477817403,79.3777969665825,8.447000000000001,7553.0,78.23754919227208,573.3953929739071,7763.827192175931,72237.5120029152,No,437851.708013483,23.945675872146698,237.202065955442,62.159398035146296,8031.33572065855,60.0,30-45,4.0,910.854884573904,8.0,Public_or_other,Hightech,657.257333670212,2.0,Yes
Reds,2.0,42.047813595083205,5717.0836350112295,Foreign_Affairs,14.0159378650277,No,,Yes,Male,After_16:00,0.9977435893379151,0.799394826637581,84.7582023125142,0.6946748099289829,92.48038926161828,6.477,5523.0,42.7856743801385,488.58782810908303,5056.16322741479,59354.5823420234,Maybe,166381.396059766,22.104022894239897,122.336400527703,1.5322265448048702,220.462452101346,40.0,30-45,1.0,770.372773668021,,Foot_or_bicycle,Public_Sector,579.70770531576,0.0,Yes
Blues,7.0,1531.5041465512197,357077.25478565897,Financial,510.501382183739,Yes,699.4638354517521,No,Male,After_16:00,0.0330135507974774,0.960603788960725,769.014494959265,3.0895694787614,59.637400158681004,9.37,4630.0,38.9628617558628,618.3009855449201,8231.24032560736,78670.539457351,No,489249.657104876,24.865658759520503,343.09565145524897,55.0400422886014,261132.16259369103,60.0,30-45,1.0,1002.8428229503301,10.0,Public_or_other,Services_or_Retail,752.85110482946,2.0,No
Purples,1.0,290.00258848778,36498.8792725065,Healthcare,96.6675294959267,No,377.571243030934,Yes,Male,After_16:00,0.825703667709604,0.0273394717369229,186.61524169147,,58.5173847852275,0.9600000000000011,9040.0,88.7335368432105,412.90480501537,4601.52204034008,50695.9880877042,Yes,142560.043563924,20.3200591784416,150.65655556631398,16.8189982650802,9451.278788341791,80.0,Below_30,3.0,653.825634794073,14.0,Car,Student_or_Unemployed,488.908371954293,0.0,Yes
Oranges,6.0,470.069100513936,59937.238322107194,Military,156.689700171312,Yes,382.521877676558,,Male,After_16:00,0.595997285330668,0.8220030087977651,777.741604484618,0.5934414290823039,47.846514522098,6.465,5535.0,87.7088061301038,390.432708825011,4606.0841944156,55369.619500620196,Maybe,146322.9869012,19.759370152538,311.270511375907,29.966443125158502,24718.351839947,30.0,30-45,2.0,772.94881862577,8.0,Motorcycle_or_truck,Student_or_Unemployed,766.614385831209,0.0,No
Reds,3.0,489.850834537769,91044.51616772289,Other,163.28361151259,No,557.585144793929,No,Male,By_16:00,,0.859784617787227,731.761540286243,1.20044114533812,14.3249026499689,7.949,4051.0,4.71593993715942,435.48124816818705,6446.81394427566,56632.0847054197,Yes,310901.19369486603,20.868187467247502,93.4517255190095,38.0810767877847,26834.8214001069,50.0,45_and_up,3.0,715.4011463191949,7.0,Foot_or_bicycle,Services_or_Retail,535.419016976866,0.0,No
Khakis,3.0,104.34859949174299,6813.75172966964,Healthcare,34.7828664972477,Yes,195.89391030232602,Yes,Male,By_16:00,0.901171991834417,0.028481824323534997,,2.21076139016077,12.6893196487799,11.116,4884.0,17.197848949581402,365.267757326365,2689.47461767599,34084.6386894526,Yes,38374.4240935359,19.111979419368502,546.280893295012,6.11822151113302,1254.63066826261,80.0,Below_30,3.0,381.65692975882797,12.0,Car,Public_Sector,66.6531142697351,2.0,Yes
Khakis,3.0,116.471396476506,9291.49872543918,Social,38.8237988255021,No,239.324821540541,Yes,Male,By_16:00,0.264170258538797,0.0739676782395691,274.12878861650796,7.285484857857231,58.96956250071529,12.007,3993.0,94.6870604064316,485.706264618784,,45094.5126594045,Yes,57276.370205412,22.038744624383302,482.41844162684094,90.4066908406094,1556.11115406856,70.0,30-45,1.0,508.230936043842,10.0,Motorcycle_or_truck,Industry_or_other,94.3256314657642,3.0,Yes
Blues,2.0,1499.08145300341,256237.833054575,Financial,499.69381766780197,Yes,512.789680389687,No,Male,By_16:00,0.47570382012054296,0.592070610262454,373.756443848833,4.26105937222019,91.8172328732908,10.376,3624.0,69.1849410068244,383.890432771295,5895.67766943946,55217.355736764104,Maybe,262953.25631415803,19.593122078201198,220.032335938128,94.59463160019371,250203.60523309,60.0,45_and_up,3.0,740.012891194783,10.0,Motorcycle_or_truck,,686.4650673232969,0.0,No
Whites,1.0,264.583738480859,27691.602325237596,Social,88.1945794936196,Yes,313.98304163626,Yes,Male,By_16:00,0.122234754031524,0.8661741924006491,658.7400850839911,2.2773377690464303,25.5745281232521,5.115,4885.0,99.5947369141504,297.207693717728,3734.2458037980605,41209.8534111112,No,98585.3504351573,17.2397126924357,276.400880839201,2.27716933004558,7876.47843155001,70.0,Below_30,2.0,561.831450376461,8.0,Foot_or_bicycle,Services_or_Retail,525.892443733759,0.0,Yes
Purples,9.0,539.303375463238,71640.15743833559,Financial,179.767791821079,No,398.514977085763,Yes,Female,By_16:00,0.572741724783555,0.11962088057771302,264.024078613147,1.99921868974343,90.8897944958881,2.825,7175.0,56.4321943325922,408.75793797239095,4802.66564680241,48678.4231597445,Maybe,158814.18696166598,20.2177629319465,169.10932201855,36.6668931674212,32506.226768047996,60.0,Below_30,2.0,607.799587785798,8.0,Motorcycle_or_truck,Industry_or_other,400.13189180413804,0.0,Yes
Pinks,1.0,755.570214229619,178998.09559218198,Education,251.85673807653998,No,710.713943804769,No,Male,By_16:00,0.47467294475063704,0.398790614213794,902.4017683696001,5.22875280817971,66.1960192024708,1.955,8045.0,84.79749909602108,641.972960938853,8391.085359925391,74054.334072135,Yes,505114.30991852796,25.337185339710697,256.981333902095,12.902999343350501,63693.673252631204,100.0,Below_30,2.0,879.5940190590469,11.0,Foot_or_bicycle,Industry_or_other,,1.0,No
Purples,9.0,547.650220905569,69635.81362798941,Healthcare,182.55007363518996,Yes,381.461438175865,Yes,Female,After_16:00,0.5680358740501109,0.602130107814446,372.050477191806,8.386250308249151,14.7006643470377,1.4969999999999999,8503.0,48.87338995467871,405.083225497219,4624.78083275308,49974.7448762436,Yes,145512.828815199,20.1266794453834,152.93434983523,45.8202382316813,33517.079457848304,80.0,45_and_up,2.0,643.661098666745,12.0,Foot_or_bicycle,Hightech,481.880103803323,0.0,Yes
Browns,4.0,359.571007918988,38376.9331690714,Social,119.857002639663,No,320.189328315239,Yes,Female,By_16:00,0.9965216992422942,0.0914880309719592,335.487980861217,7.73362883599475,62.6317023066804,5.018,4982.0,22.9744512122124,380.922585064295,3963.7384532809797,45408.1144256847,No,102521.205966964,19.5172381515494,232.68062842182098,67.81734840478751,14495.5580844038,70.0,45_and_up,3.0,581.1772819803041,7.0,Car,Industry_or_other,412.656045181829,3.0,Yes
Violets,8.0,434.42753881994497,34919.4286065621,Healthcare,144.809179606648,No,241.140987756545,Yes,Female,By_16:00,0.0798846799880266,0.69581352872774,884.9266972392801,2.55718322005123,79.2486528633162,11.409,4591.0,31.6253174562007,140.360392372897,2692.13066231125,24276.5164076111,Maybe,58148.9759762023,11.847379135188401,456.790109952408,64.90043336525561,21124.5076779572,80.0,45_and_up,1.0,344.96645682252404,13.0,Motorcycle_or_truck,Industry_or_other,389.056009822525,3.0,Yes
Purples,7.0,706.354636694017,88232.9232473492,Social,235.45154556467202,Yes,374.739197552279,Yes,Male,By_16:00,0.82609790051356,0.488654563669115,281.462834449485,5.4737883340567395,30.943623767234396,0.601000000000001,9399.0,83.67554321885109,372.770002122166,4492.9319797671205,46971.4531423999,No,140429.466182126,19.3072525782973,181.27229811626597,,55682.8818543576,70.0,Below_30,1.0,607.299239366001,,Car,Hightech,468.66463540164705,0.0,Yes
Purples,3.0,96.9203026318293,13899.4781993319,Social,32.3067675439431,Yes,430.234259135522,Yes,Male,By_16:00,0.767927979119122,0.542821746785194,519.981319084764,2.72550113964826,19.1651894245297,5.711,4289.0,18.8483016332611,446.327336618907,5194.99726459303,56325.759874925,Maybe,185101.51773389103,21.1264605795412,117.944399794736,80.1069101318717,1086.0339966823199,70.0,Below_30,2.0,733.969997133799,9.0,Public_or_other,Student_or_Unemployed,578.503936526462,0.0,No
Pinks,5.0,1022.00047816449,248333.70013987302,Education,340.66682605483203,No,728.9635536742951,No,Male,After_16:00,0.6359437739010899,0.7955548795871441,696.228404762223,8.421029539313169,23.7351810792461,0.22699999999999998,9773.0,65.81739874091,645.23949311155,8580.11452296605,75662.5694794928,Maybe,531387.862585457,25.401564776831197,271.22304153620496,32.8997674165294,116404.55320032801,100.0,30-45,2.0,906.895151735342,11.0,Public_or_other,Services_or_Retail,506.56650513503604,1.0,Yes
Reds,2.0,209.23072567773997,29028.903076389,Foreign_Affairs,69.7435752259132,Yes,416.22332927955904,Yes,Male,After_16:00,0.6648143129423261,0.520485406275839,205.505834659562,6.587892943061889,98.4799633268267,3.2539999999999996,8746.0,73.8142023328692,442.25485412345597,5046.7430010425105,,Yes,173241.859836561,21.029856255415897,141.520356498153,13.236968382261699,4943.90986051853,40.0,45_and_up,2.0,738.832436876708,8.0,Motorcycle_or_truck,Public_Sector,598.361470475283,0.0,Yes
Purples,7.0,67.29923229132599,9715.88853135584,Education,22.433077430442,No,433.105469433776,Yes,Male,After_16:00,0.636179462308064,0.201790043851361,87.72438345476981,0.7742743566632271,66.6944949189201,0.369,9631.0,54.530237452127,402.7178572858701,5136.4904089095,52531.4388032642,No,187580.347653452,20.0678314046603,133.865041826706,7.38274150062352,535.676040430648,100.0,30-45,3.0,687.30481937067,16.0,Foot_or_bicycle,Services_or_Retail,563.09640174002,0.0,Yes
Yellows,6.0,-127.23056412405701,-10205.2369514398,Education,-42.4101880413523,Yes,240.63173078810902,Yes,Male,After_16:00,0.32481283065863004,0.358625001041219,54.71330625005071,5.4027074901387095,72.63507130555809,4.1930000000000005,9807.0,47.820360003970606,322.147736526595,3050.6127809342797,43656.459068269505,Yes,57903.629862080896,17.9484744902344,329.924779043122,39.6487492835149,1766.21386166151,100.0,Below_30,3.0,613.863542968921,16.0,Foot_or_bicycle,Student_or_Unemployed,599.73481403235,6.0,Yes
Whites,1.0,654.1301491716221,114276.91884402199,Financial,218.043383057207,Yes,524.101750953108,No,Female,After_16:00,0.255037579452619,0.7935171802528199,155.455480329692,8.82191452430561,79.2286879150197,5.692,4308.0,97.82760497182609,484.875981272827,6210.7694720767395,59882.4512817297,Yes,274682.645352114,22.019899665366896,41.1161831819443,99.28478540386999,47770.9602780892,60.0,30-45,1.0,753.6386237560879,6.0,Public_or_other,Student_or_Unemployed,529.680131030467,0.0,Yes
Greens,10.0,421.082439266466,42907.9636933539,Healthcare,140.360813088822,Yes,305.697599986125,Yes,Female,By_16:00,0.0862797047011554,0.4093031312804671,607.368157012388,6.47319582989439,,1.669,8331.0,41.05891741346571,520.365864556577,4097.7077289744,61386.5392640597,No,93451.0226372768,22.811529202501504,236.37578601849398,77.5582650443539,19851.518664044,80.0,45_and_up,2.0,,12.0,Public_or_other,Student_or_Unemployed,633.061343468236,1.0,No
Violets,4.0,443.974400612595,105516.72820217599,Education,147.991466870865,Yes,712.991974694377,No,Female,By_16:00,0.5818160423077641,0.0388077301904559,457.05220126546897,2.7646032278426005,14.573712158016901,8.076,7924.0,17.9348688106984,900.785840215403,8931.49142737458,97394.3330752875,No,508357.55597858794,30.013094479167,459.91995471123397,74.2491977056488,22059.465733461202,100.0,30-45,2.0,1169.1934599296198,15.0,Foot_or_bicycle,Student_or_Unemployed,574.374012532644,0.0,Yes
Khakis,7.0,170.991426787057,55729.308312710804,Social,56.9971422623522,No,977.7561839187359,No,Male,After_16:00,0.8968530914280559,0.173481905134395,558.835747418925,7.90053484262899,63.1931023905054,11.019,4981.0,73.8680760376155,919.280194095336,11616.122227378,112163.164516218,No,,30.319633805429397,782.5695126207311,91.5740747470409,3315.67136833716,70.0,45_and_up,2.0,1403.36461616404,9.0,Foot_or_bicycle,Services_or_Retail,956.473646172737,1.0,Yes
Whites,1.0,122.422015694396,19097.089518940702,Financial,40.807338564798606,Yes,467.981745210268,Yes,Male,By_16:00,0.05561038898304099,0.415504709351808,779.42196233198,3.9638897986151296,65.5813543824479,6.255,3745.0,34.4252073904499,462.350205867588,5604.51786383786,56596.6791205287,Yes,219006.913850048,,49.868942528384295,61.147112352773505,1716.0462193069,60.0,45_and_up,3.0,716.2388594224451,7.0,Public_or_other,Public_Sector,506.650999241177,1.0,No
Pinks,4.0,390.005096091921,87726.0794826703,Education,130.001698697307,Yes,674.807178381029,No,Male,After_16:00,0.38487699441611795,0.290017839055508,822.12891522795,7.98965712543577,88.0896033253521,2.043,7957.0,7.15820379555225,625.6004062274401,7999.272596265171,71864.39874236309,No,455364.727994565,25.012005242032103,221.03473011749,6.6891229944303605,17040.4433628827,100.0,45_and_up,3.0,855.404653262155,9.0,Car,Services_or_Retail,449.767139638711,1.0,Yes
Greens,6.0,202.634665009644,22710.522211155298,Financial,67.5448883365481,No,336.228584730176,Yes,Male,After_16:00,0.18435332202352597,0.711679760599509,291.09905869700003,8.36457586847246,18.023252044804398,2.524,7476.0,11.363456957042198,532.653430791921,4427.5927088856,64380.677768741,No,113049.661189657,23.0792857513382,258.970654804682,15.522297215648,4639.8568287333,60.0,Below_30,0.0,861.978714989536,8.0,Public_or_other,Industry_or_other,697.9355376075799,0.0,Yes
Whites,8.0,936.651491578139,161717.868295166,Healthcare,312.21716385938,No,517.965976937779,No,Female,After_16:00,0.8137938973959541,0.215995998587459,742.2466061543671,4.93992248782888,58.5449945181608,4.702,5298.0,,413.469319910924,6006.59840919964,52376.6849979675,No,268288.753265108,20.333945015931498,98.6129805695187,13.1143140140921,97801.774572254,80.0,30-45,2.0,652.043285551683,8.0,Car,Services_or_Retail,456.248599876148,0.0,No
Turquoises,5.0,184.460544443217,58281.550996007805,Healthcare,61.4868481477392,No,947.870199102908,No,Female,By_16:00,0.336312192259356,0.244848943781108,697.887405985966,3.88894485775381,31.3709062291309,7.897,8103.0,48.432919918559506,970.399384208594,11419.500759446299,116293.098279995,Maybe,898457.914347387,31.151234072001,807.8182681328301,28.3758486388251,3852.1193432908703,80.0,30-45,2.0,1458.30633871016,10.0,Motorcycle_or_truck,Services_or_Retail,980.319746024272,4.0,Yes
Pinks,5.0,88.3759747719047,20485.3616114464,Environment,,No,695.393572664462,No,Male,After_16:00,0.766019596951082,0.6488192516844721,694.9562765657901,6.62555252900347,72.7257467340678,1.045,8955.0,72.9652620851994,626.384256101037,8206.7042388467,73136.89003188981,No,483572.220903045,25.027669809653396,233.059522625419,90.4376093065366,907.271204577782,90.0,Below_30,4.0,876.860379246748,8.0,Motorcycle_or_truck,Services_or_Retail,487.15038297873804,1.0,No
Browns,2.0,993.6700861791811,165771.46689409,Social,331.223362059727,Yes,500.48241121409205,No,Male,By_16:00,0.9657086033839731,0.16633491008542498,844.309817766771,8.77096987096593,8.799723279662429,1.662,8338.0,36.477987584657996,437.90332476227303,5880.63076166547,53897.3790367664,No,250482.643934672,20.926139748225697,79.5378378762278,76.4477521181107,110050.138936209,70.0,Below_30,0.0,669.311495693216,6.0,Foot_or_bicycle,Student_or_Unemployed,450.300524571522,0.0,Yes
Khakis,8.0,656.940048892243,73529.0567152101,Education,218.980016297414,No,335.779757251202,Yes,Male,By_16:00,0.0361296948976815,0.42293628840707204,998.649663757533,1.67119877180085,10.287119005806698,8.972000000000001,7028.0,76.0489563224837,,4087.87455282344,38726.8000099668,Yes,112748.045379676,19.1059804814019,395.99562729185095,1.1046664789319,48181.227553913304,100.0,30-45,3.0,445.057506522639,16.0,Car,Services_or_Retail,165.889779314756,1.0,No
Reds,5.0,125.552075462049,27777.7936833615,Other,41.8506918206829,Yes,663.735591334562,No,Female,By_16:00,0.5138694846536961,0.450760291423649,984.6792183816431,2.01062615262344,58.5361358942464,4.226,7774.0,12.0103286346421,467.237574316613,7571.83106197885,61951.8961511189,Yes,440544.935204241,21.6156789002014,184.21579727120098,48.5099770827219,1803.3310976904602,50.0,Below_30,3.0,775.787053259761,8.0,Motorcycle_or_truck,Student_or_Unemployed,577.799354482707,0.0,Yes
Khakis,5.0,715.5107332549741,10297.7422729443,Social,238.50357775165799,No,43.1764687558138,Yes,Female,After_16:00,0.033637726213783,0.45338869048282504,642.442969372496,5.76292215613648,78.40924772899601,12.695,,9.52697836328298,78.2782869646326,588.321261487403,7648.999434856551,Maybe,1864.2074542217601,8.84750173578014,780.360499716653,85.0797219667584,57132.4601780929,70.0,45_and_up,3.0,88.95802924890509,10.0,Car,Public_Sector,28.3798482103089,0.0,No
Blues,7.0,1338.09428805931,418337.133882178,Social,446.03142935310206,No,937.9095425829289,No,Female,By_16:00,0.401725759729743,0.5042531753424561,319.458288140595,2.6385077065788196,47.66808075364679,7.337000000000001,6663.0,70.87205746211109,944.1166915930811,11267.3288090155,105954.18380759699,No,879674.3100681191,30.7264819267205,637.0211149154239,86.34624313563108,199400.06740012398,70.0,30-45,0.0,1258.2869822625098,13.0,Motorcycle_or_truck,Industry_or_other,629.5820111408831,1.0,No
Purples,7.0,613.110218050465,91014.0822389731,Healthcare,204.37007268348802,Yes,445.339579537794,Yes,Female,After_16:00,0.651421024464071,0.567990812472999,343.355539487675,5.3660724661313,45.3327456722036,0.387,9613.0,51.5340051846579,329.11936474207903,5111.6345248621,46401.4174902726,,198327.341102899,,,56.0536331962794,41981.4966813378,80.0,30-45,4.0,612.504330977385,11.0,Car,Public_Sector,543.525889511469,2.0,No
Greys,3.0,590.752506240595,108054.125981059,Foreign_Affairs,196.91750208019798,No,548.727892846476,No,Male,After_16:00,0.48057510680519,0.4958945447579029,882.7011839021001,2.52626900095493,87.3434038134292,5.367999999999999,6632.0,99.25688628572969,467.193235237861,6421.6653989404895,55725.90907785019,Maybe,301102.30038773397,21.6146532527788,122.70981551835399,18.469540495425502,38983.4201275852,40.0,Below_30,3.0,671.478789703749,6.0,Motorcycle_or_truck,Student_or_Unemployed,392.264177410054,0.0,Yes
Khakis,7.0,243.384569506171,73296.0785803151,Financial,81.1281898353902,No,903.460051666794,No,Female,,0.854736438253894,0.0319235525093973,696.044183336198,3.1498346175067096,75.4792363848537,11.120999999999999,4879.0,70.84394914563751,864.5002538105471,10763.601024289,105796.628243616,Yes,816240.064957766,29.402385172134398,690.194511034601,88.09026470407841,6672.9113758025,60.0,Below_30,3.0,1330.9568218665302,12.0,Motorcycle_or_truck,Student_or_Unemployed,925.121176540721,0.0,
Greys,10.0,671.200251341297,108558.05203587,Military,223.733417113766,No,485.211612267425,Yes,Male,After_16:00,0.529953039716929,0.851158089702949,660.839513409883,9.77420089300722,90.2248867088929,8.177,3823.0,63.8671273598447,582.040123947964,6016.196370570179,63923.589870827695,Yes,235430.308679154,24.1255077448738,133.158169179356,64.1991768265143,50290.3753505159,30.0,30-45,2.0,770.439502050439,5.0,Public_or_other,Services_or_Retail,396.16445854105797,0.0,Yes
